time_step  time  K  U  H  kT  p  msd 
3400 6.800000 329.592987 -1120.190109 -790.597122 0.861681 1.256252 2.131338
3410 6.820000 318.232098 -1109.024862 -790.792764 0.831979 1.408444 2.142687
3420 6.840000 312.217463 -1102.919708 -790.702245 0.816255 1.500821 2.154430
3430 6.860000 310.689152 -1101.179119 -790.489968 0.812259 1.528438 2.166148
3440 6.880000 310.157331 -1100.415975 -790.258645 0.810869 1.530170 2.177078
3450 6.900000 311.413450 -1101.425252 -790.011802 0.814153 1.498543 2.186675
3460 6.920000 315.922465 -1105.797781 -789.875316 0.825941 1.421301 2.194916
3470 6.940000 318.608774 -1108.459933 -789.851160 0.832964 1.366183 2.202250
3480 6.960000 315.258182 -1105.100906 -789.842724 0.824204 1.387782 2.208985
3490 6.980000 307.542409 -1097.183132 -789.640722 0.804032 1.467188 2.215043
3500 7.000000 306.476807 -1095.735198 -789.258391 0.801247 1.471405 2.219986
3510 7.020000 318.612579 -1107.684809 -789.072229 0.832974 1.322694 2.223909
3520 7.040000 322.781551 -1111.974198 -789.192647 0.843873 1.279301 2.227355
3530 7.060000 318.172576 -1107.438552 -789.265976 0.831824 1.345542 2.230325
3540 7.080000 320.326894 -1109.600761 -789.273866 0.837456 1.320038 2.232800
3550 7.100000 327.773148 -1117.242604 -789.469456 0.856923 1.224746 2.235339
3560 7.120000 329.579261 -1119.418942 -789.839681 0.861645 1.208450 2.238519
3570 7.140000 323.748100 -1113.897854 -790.149754 0.846400 1.302921 2.242505
3580 7.160000 316.767582 -1106.973821 -790.206238 0.828151 1.415891 2.247058
3590 7.180000 319.205539 -1109.392332 -790.186793 0.834524 1.400018 2.251667
3600 7.200000 324.462963 -1114.770919 -790.307957 0.848269 1.335010 2.256076
3610 7.220000 328.365146 -1118.937360 -790.572214 0.858471 1.282856 2.260364
3620 7.240000 331.191657 -1122.173668 -790.982010 0.865861 1.251668 2.264896
3630 7.260000 326.032814 -1117.382304 -791.349490 0.852373 1.333389 2.270006
3640 7.280000 318.670571 -1110.168625 -791.498054 0.833126 1.450052 2.275715
3650 7.300000 315.516567 -1106.963870 -791.447302 0.824880 1.503675 2.281601
3660 7.320000 320.775618 -1112.210162 -791.434544 0.838629 1.434757 2.287342
3670 7.340000 324.017949 -1115.618922 -791.600972 0.847106 1.383550 2.293174
3680 7.360000 318.237470 -1109.951402 -791.713933 0.831993 1.449914 2.299195
3690 7.380000 313.885139 -1105.522112 -791.636973 0.820615 1.500692 2.305423
3700 7.400000 316.532149 -1108.067025 -791.534876 0.827535 1.458905 2.311798
3710 7.420000 318.080256 -1109.613814 -791.533558 0.831582 1.433789 2.318188
3720 7.440000 311.615154 -1103.064491 -791.449338 0.814680 1.524385 2.324580
3730 7.460000 307.960910 -1099.133960 -791.173050 0.805127 1.594433 2.331147
3740 7.480000 309.442274 -1100.327953 -790.885679 0.808999 1.597917 2.337887
3750 7.500000 312.667049 -1103.311963 -790.644913 0.817430 1.567401 2.344599
3760 7.520000 317.891093 -1108.465396 -790.574304 0.831088 1.509067 2.351455
3770 7.540000 313.598689 -1104.128591 -790.529902 0.819866 1.573607 2.358855
3780 7.560000 305.920133 -1096.178335 -790.258203 0.799791 1.680434 2.367009
3790 7.580000 312.687762 -1102.627525 -789.939763 0.817484 1.599608 2.375650
3800 7.600000 322.287701 -1112.248960 -789.961259 0.842582 1.484183 2.384404
3810 7.620000 312.162763 -1102.152049 -789.989285 0.816112 1.633358 2.393005
3820 7.640000 297.384985 -1086.961136 -789.576151 0.777477 1.856539 2.400967
3830 7.660000 291.516513 -1080.396151 -788.879638 0.762135 1.958623 2.408165
3840 7.680000 292.387674 -1080.468162 -788.080488 0.764412 1.942957 2.415068
3850 7.700000 306.747869 -1094.234611 -787.486742 0.801955 1.719207 2.422162
3860 7.720000 319.211938 -1106.571686 -787.359747 0.834541 1.498460 2.429731
3870 7.740000 314.242204 -1101.595498 -787.353294 0.821548 1.508681 2.437342
3880 7.760000 306.150970 -1093.243611 -787.092641 0.800395 1.582866 2.443710
3890 7.780000 309.034870 -1095.777437 -786.742566 0.807934 1.534415 2.448071
3900 7.800000 315.295357 -1101.871245 -786.575888 0.824302 1.452614 2.450569
3910 7.820000 309.068584 -1095.504002 -786.435418 0.808022 1.542387 2.451487
3920 7.840000 295.626171 -1081.588793 -785.962622 0.772879 1.736167 2.451052
3930 7.860000 293.053183 -1078.273655 -785.220472 0.766152 1.787717 2.449599
3940 7.880000 308.293337 -1092.948797 -784.655461 0.805996 1.597067 2.447834
3950 7.900000 323.268149 -1107.867805 -784.599655 0.845145 1.398145 2.446985
3960 7.920000 326.324155 -1111.151909 -784.827755 0.853135 1.352760 2.448328
3970 7.940000 325.278347 -1110.369638 -785.091291 0.850401 1.372492 2.452553
3980 7.960000 322.777435 -1108.061752 -785.284317 0.843863 1.429427 2.459930
3990 7.980000 320.192886 -1105.609151 -785.416265 0.837106 1.507653 2.470420
4000 8.000000 314.377926 -1099.772282 -785.394357 0.821903 1.634981 2.483266
4010 8.020000 310.731700 -1095.965311 -785.233611 0.812370 1.732935 2.497192
4020 8.040000 303.009143 -1087.927860 -784.918717 0.792181 1.870166 2.510746
4030 8.060000 293.688422 -1077.996508 -784.308086 0.767813 2.006321 2.522529
4040 8.080000 302.076125 -1085.718677 -783.642552 0.789742 1.888740 2.531995
4050 8.100000 323.601128 -1107.064570 -783.463441 0.846016 1.574950 2.539912
4060 8.120000 336.564968 -1120.441580 -783.876612 0.879908 1.357171 2.547386
4070 8.140000 339.116429 -1123.682519 -784.566090 0.886579 1.284144 2.555127
4080 8.160000 336.754308 -1122.001963 -785.247656 0.880403 1.296949 2.563360
4090 8.180000 333.189873 -1119.028017 -785.838144 0.871085 1.349151 2.571752
4100 8.200000 323.295385 -1109.500433 -786.205048 0.845217 1.495448 2.579525
4110 8.220000 314.154275 -1100.375816 -786.221541 0.821318 1.633548 2.586228
4120 8.240000 310.997238 -1097.040439 -786.043201 0.813065 1.679171 2.591979
4130 8.260000 315.531586 -1101.389141 -785.857554 0.824919 1.605781 2.596840
4140 8.280000 326.850831 -1112.803100 -785.952269 0.854512 1.440676 2.601222
4150 8.300000 329.402974 -1115.731696 -786.328722 0.861184 1.399549 2.605887
4160 8.320000 320.203413 -1106.764542 -786.561129 0.837133 1.525133 2.611092
4170 8.340000 319.010633 -1105.570507 -786.559874 0.834015 1.552884 2.616583
4180 8.360000 330.946569 -1117.726582 -786.780013 0.865220 1.403255 2.622032
4190 8.380000 335.520398 -1122.833500 -787.313102 0.877178 1.339198 2.627261
4200 8.400000 330.394859 -1118.234446 -787.839587 0.863777 1.407753 2.631715
4210 8.420000 321.574302 -1109.685170 -788.110868 0.840717 1.533791 2.634970
4220 8.440000 315.951240 -1104.076439 -788.125198 0.826016 1.618898 2.637501
4230 8.460000 317.324354 -1105.396065 -788.071711 0.829606 1.613178 2.640159
4240 8.480000 317.298456 -1105.369708 -788.071252 0.829538 1.626486 2.643731
4250 8.500000 313.214450 -1101.186357 -787.971907 0.818861 1.685880 2.649022
4260 8.520000 316.990308 -1104.838291 -787.847982 0.828733 1.628747 2.656385
4270 8.540000 326.751443 -1114.713838 -787.962395 0.854252 1.481311 2.665370
4280 8.560000 329.754743 -1118.090082 -788.335339 0.862104 1.419938 2.674916
4290 8.580000 324.401849 -1113.022538 -788.620689 0.848109 1.465041 2.683473
4300 8.600000 329.280023 -1118.157775 -788.877753 0.860863 1.375105 2.689670
4310 8.620000 337.021387 -1126.416620 -789.395233 0.881102 1.245187 2.693725
4320 8.640000 338.615558 -1128.679550 -790.063992 0.885269 1.203328 2.697128
4330 8.660000 338.057972 -1128.834892 -790.776919 0.883812 1.209501 2.701181
4340 8.680000 328.189633 -1119.517666 -791.328033 0.858012 1.355779 2.705969
4350 8.700000 310.407831 -1101.819753 -791.411922 0.811524 1.615992 2.710785
4360 8.720000 293.294188 -1084.208962 -790.914773 0.766782 1.854115 2.714818
4370 8.740000 293.961630 -1084.102304 -790.140673 0.768527 1.832129 2.717483
4380 8.760000 313.407009 -1103.067422 -789.660413 0.819365 1.539203 2.719093
4390 8.780000 332.472723 -1122.308286 -789.835563 0.869210 1.246967 2.720945
4400 8.800000 332.275875 -1122.653796 -790.377921 0.868695 1.227346 2.724199
4410 8.820000 318.485233 -1109.115763 -790.630531 0.832641 1.416002 2.729159
4420 8.840000 313.310693 -1103.847397 -790.536704 0.819113 1.510636 2.735598
4430 8.860000 314.852537 -1105.279927 -790.427391 0.823144 1.518316 2.743028
4440 8.880000 308.212697 -1098.471520 -790.258823 0.805785 1.634830 2.750737
4450 8.900000 297.671122 -1087.463247 -789.792125 0.778225 1.806546 2.758016
4460 8.920000 300.016577 -1089.183998 -789.167421 0.784357 1.800384 2.764442
4470 8.940000 316.323742 -1105.158745 -788.835003 0.826990 1.591050 2.769888
4480 8.960000 326.401432 -1115.382468 -788.981036 0.853337 1.453809 2.774638
4490 8.980000 317.775041 -1106.932819 -789.157777 0.830784 1.569632 2.779029
4500 9.000000 307.611864 -1096.576186 -788.964321 0.804214 1.712211 2.782927
4510 9.020000 311.548502 -1100.222085 -788.673584 0.814506 1.652466 2.786603
4520 9.040000 319.444344 -1108.044135 -788.599790 0.835149 1.515986 2.790780
4530 9.060000 318.497841 -1107.152681 -788.654840 0.832674 1.490394 2.795688
4540 9.080000 314.138451 -1102.721870 -788.583420 0.821277 1.522488 2.801092
4550 9.100000 316.279103 -1104.772955 -788.493853 0.826873 1.487806 2.806697
4560 9.120000 314.829177 -1103.253790 -788.424613 0.823083 1.508885 2.812275
4570 9.140000 314.335849 -1102.635619 -788.299770 0.821793 1.525944 2.817551
4580 9.160000 317.129657 -1105.356275 -788.226618 0.829097 1.501095 2.822631
4590 9.180000 319.964369 -1108.196320 -788.231951 0.836508 1.473668 2.828263
4600 9.200000 323.926588 -1112.291649 -788.365061 0.846867 1.434888 2.835030
4610 9.220000 319.695770 -1108.225468 -788.529698 0.835806 1.503411 2.842406
4620 9.240000 308.649582 -1097.053919 -788.404337 0.806927 1.652881 2.849163
4630 9.260000 307.921794 -1095.989849 -788.068055 0.805024 1.653340 2.854393
4640 9.280000 319.263052 -1107.157585 -787.894533 0.834675 1.481152 2.857892
4650 9.300000 332.641908 -1120.795388 -788.153481 0.869652 1.279047 2.860199
4660 9.320000 335.353672 -1124.082475 -788.728803 0.876742 1.225401 2.862708
4670 9.340000 326.632186 -1115.819679 -789.187492 0.853940 1.339779 2.866738
4680 9.360000 315.156322 -1104.445297 -789.288974 0.823938 1.500866 2.872342
4690 9.380000 311.741844 -1100.854470 -789.112626 0.815011 1.545349 2.878346
4700 9.400000 320.263667 -1109.289926 -789.026260 0.837291 1.413118 2.883350
4710 9.420000 326.280698 -1115.500366 -789.219668 0.853021 1.303902 2.886812
4720 9.440000 323.111135 -1112.559047 -789.447912 0.844735 1.328306 2.889099
4730 9.460000 320.588977 -1110.151023 -789.562046 0.838141 1.372827 2.890883
4740 9.480000 320.465288 -1110.113039 -789.647750 0.837818 1.408327 2.892974
4750 9.500000 317.666369 -1107.361212 -789.694843 0.830500 1.491471 2.896160
4760 9.520000 312.043159 -1101.650635 -789.607477 0.815799 1.617430 2.900577
4770 9.540000 306.423018 -1095.761960 -789.338943 0.801106 1.737979 2.905540
4780 9.560000 302.428605 -1091.344301 -788.915697 0.790663 1.816652 2.910173
4790 9.580000 305.763333 -1094.223500 -788.460167 0.799381 1.769617 2.914351
4800 9.600000 316.213898 -1104.435485 -788.221586 0.826703 1.601136 2.918625
4810 9.620000 325.939855 -1114.255550 -788.315695 0.852130 1.432449 2.922955
4820 9.640000 328.340000 -1116.986751 -788.646750 0.858405 1.374895 2.926757
4830 9.660000 319.994540 -1108.875186 -788.880646 0.836587 1.484895 2.929701
4840 9.680000 306.693334 -1095.438453 -788.745119 0.801813 1.680135 2.931774
4850 9.700000 301.436183 -1089.735503 -788.299320 0.788068 1.776205 2.932979
4860 9.720000 302.706348 -1090.517777 -787.811430 0.791389 1.778091 2.933086
4870 9.740000 303.131106 -1090.492006 -787.360899 0.792500 1.780845 2.931843
4880 9.760000 301.302037 -1088.167338 -786.865301 0.787718 1.806487 2.929447
4890 9.780000 309.808671 -1096.248052 -786.439380 0.809957 1.696864 2.926176
4900 9.800000 322.718948 -1109.097885 -786.378937 0.843710 1.524635 2.922790
4910 9.820000 328.623274 -1115.271582 -786.648307 0.859146 1.445069 2.920274
4920 9.840000 323.307434 -1110.250840 -786.943406 0.845248 1.514274 2.918987
4930 9.860000 312.532072 -1099.485747 -786.953675 0.817077 1.645588 2.918826
4940 9.880000 308.792630 -1095.479005 -786.686376 0.807301 1.661565 2.919379
4950 9.900000 316.574782 -1103.090346 -786.515564 0.827646 1.512521 2.920050
4960 9.920000 321.565651 -1108.097700 -786.532049 0.840695 1.404012 2.920613
4970 9.940000 327.522269 -1114.271920 -786.749652 0.856267 1.313221 2.921267
4980 9.960000 323.777365 -1110.826885 -787.049520 0.846477 1.379049 2.922265
4990 9.980000 309.306258 -1096.323261 -787.017003 0.808644 1.605276 2.923616
5000 10.000000 305.149810 -1091.804104 -786.654294 0.797777 1.707250 0.000000
5010 10.020000 308.910442 -1095.568741 -786.658299 0.807609 1.692368 0.000950
5020 10.040000 310.189165 -1096.853679 -786.664514 0.810952 1.702725 0.003722
5030 10.060000 303.385484 -1090.037383 -786.651899 0.793165 1.811758 0.008036
5040 10.080000 303.608323 -1090.260873 -786.652550 0.793747 1.829520 0.013437
5050 10.100000 311.178865 -1097.840035 -786.661170 0.813540 1.750982 0.019568
5060 10.120000 313.152287 -1099.811979 -786.659692 0.818699 1.737452 0.026209
5070 10.140000 311.114040 -1097.765390 -786.651350 0.813370 1.759484 0.033149
5080 10.160000 314.474883 -1101.126348 -786.651466 0.822157 1.691738 0.040215
5090 10.180000 322.728935 -1109.384730 -786.655795 0.843736 1.552663 0.047403
5100 10.200000 327.860932 -1114.523106 -786.662175 0.857153 1.464553 0.054809
5110 10.220000 321.000352 -1107.660064 -786.659713 0.839217 1.550261 0.062490
5120 10.240000 308.329632 -1094.981167 -786.651534 0.806091 1.722284 0.070285
5130 10.260000 302.864475 -1089.518687 -786.654212 0.791803 1.796573 0.077919
5140 10.280000 304.656273 -1091.308947 -786.652674 0.796487 1.760851 0.085307
5150 10.300000 312.497279 -1099.151067 -786.653788 0.816986 1.638242 0.092559
5160 10.320000 322.688753 -1109.343392 -786.654639 0.843631 1.488328 0.099799
5170 10.340000 328.450325 -1115.113461 -786.663137 0.858694 1.411199 0.107161
5180 10.360000 319.597289 -1106.246641 -786.649352 0.835548 1.531884 0.114730
5190 10.380000 313.669659 -1100.314771 -786.645111 0.820051 1.612589 0.122358
5200 10.400000 318.374596 -1105.027839 -786.653242 0.832352 1.545738 0.129923
5210 10.420000 324.195594 -1110.855770 -786.660176 0.847570 1.463622 0.137434
5220 10.440000 320.067207 -1106.737729 -786.670522 0.836777 1.526635 0.144887
5230 10.460000 300.304538 -1086.950853 -786.646314 0.785110 1.801527 0.152129
5240 10.480000 293.976680 -1080.632709 -786.656030 0.768566 1.900002 0.158818
5250 10.500000 300.050977 -1086.701157 -786.650180 0.784447 1.810969 0.164927
5260 10.520000 318.622341 -1105.281158 -786.658817 0.833000 1.549162 0.170659
5270 10.540000 335.341750 -1122.015705 -786.673955 0.876710 1.324891 0.176258
5280 10.560000 328.810506 -1115.478519 -786.668014 0.859635 1.422676 0.181919
5290 10.580000 308.580542 -1095.234409 -786.653868 0.806747 1.706742 0.187514
5300 10.600000 299.986588 -1086.631390 -786.644801 0.784279 1.831010 0.192925
5310 10.620000 311.255247 -1097.921730 -786.666483 0.813739 1.688077 0.198216
5320 10.640000 316.642182 -1103.305675 -786.663493 0.827823 1.606112 0.203528
5330 10.660000 318.339984 -1104.989665 -786.649681 0.832261 1.559044 0.208998
5340 10.680000 330.312781 -1116.978193 -786.665411 0.863563 1.374283 0.214718
5350 10.700000 334.942483 -1121.603316 -786.660833 0.875667 1.284038 0.220719
5360 10.720000 332.576755 -1119.238803 -786.662048 0.869482 1.302513 0.226929
5370 10.740000 324.516050 -1111.173674 -786.657624 0.848408 1.417809 0.233245
5380 10.760000 315.961912 -1102.617341 -786.655429 0.826044 1.552403 0.239466
5390 10.780000 310.978127 -1097.631436 -786.653309 0.813015 1.629051 0.245393
5400 10.800000 314.140705 -1100.790173 -786.649469 0.821283 1.576466 0.250910
5410 10.820000 327.716967 -1114.374907 -786.657940 0.856776 1.377932 0.256136
5420 10.840000 337.053763 -1123.715833 -786.662070 0.881186 1.243486 0.261410
5430 10.860000 333.913432 -1120.574024 -786.660592 0.872976 1.301844 0.266899
5440 10.880000 321.536987 -1108.188544 -786.651557 0.840620 1.513141 0.272560
5450 10.900000 313.994197 -1100.648012 -786.653814 0.820900 1.675959 0.278232
5460 10.920000 310.116214 -1096.780876 -786.664662 0.810761 1.770254 0.283761
5470 10.940000 302.810911 -1089.462436 -786.651525 0.791663 1.862547 0.288957
5480 10.960000 307.072915 -1093.731257 -786.658342 0.802805 1.772792 0.293552
5490 10.980000 315.727533 -1102.392545 -786.665012 0.825431 1.614454 0.297514
5500 11.000000 320.376654 -1107.032040 -786.655386 0.837586 1.506080 0.300926
5510 11.020000 328.905905 -1115.566177 -786.660272 0.859885 1.352219 0.303786
5520 11.040000 335.135355 -1121.797779 -786.662424 0.876171 1.234165 0.306281
5530 11.060000 336.419212 -1123.078547 -786.659335 0.879527 1.192684 0.308617
5540 11.080000 333.341284 -1120.003251 -786.661967 0.871480 1.227075 0.311006
5550 11.100000 322.559532 -1109.211116 -786.651583 0.843293 1.370598 0.313663
5560 11.120000 318.594012 -1105.241702 -786.647690 0.832926 1.422046 0.316521
5570 11.140000 326.847208 -1113.507576 -786.660368 0.854503 1.307015 0.319375
5580 11.160000 332.453583 -1119.115877 -786.662294 0.869160 1.226226 0.322167
5590 11.180000 329.698356 -1116.358079 -786.659723 0.861956 1.268037 0.325018
5600 11.200000 325.289762 -1111.942720 -786.652959 0.850431 1.346828 0.328054
5610 11.220000 325.770659 -1112.426125 -786.655466 0.851688 1.374260 0.331534
5620 11.240000 326.494781 -1113.152050 -786.657269 0.853581 1.405056 0.335840
5630 11.260000 322.997832 -1109.657346 -786.659514 0.844439 1.493712 0.341190
5640 11.280000 312.560239 -1099.213568 -786.653329 0.817151 1.666241 0.347476
5650 11.300000 307.011260 -1093.654484 -786.643224 0.802644 1.762775 0.354291
5660 11.320000 315.661195 -1102.325199 -786.664004 0.825258 1.672545 0.361199
5670 11.340000 315.373172 -1102.035466 -786.662294 0.824505 1.699379 0.367887
5680 11.360000 305.737348 -1092.387115 -786.649767 0.799313 1.844530 0.374042
5690 11.380000 304.175245 -1090.831843 -786.656599 0.795229 1.868424 0.379442
5700 11.400000 305.874612 -1092.531298 -786.656687 0.799672 1.822747 0.384101
5710 11.420000 310.287387 -1096.937700 -786.650313 0.811209 1.724259 0.388234
5720 11.440000 322.836551 -1109.496620 -786.660069 0.844017 1.521317 0.392237
5730 11.460000 329.945639 -1116.606643 -786.661004 0.862603 1.397169 0.396609
5740 11.480000 328.397466 -1115.054238 -786.656772 0.858555 1.403966 0.401637
5750 11.500000 322.695875 -1109.354884 -786.659008 0.843649 1.489571 0.407265
5760 11.520000 313.370677 -1100.030431 -786.659754 0.819270 1.641824 0.413156
5770 11.540000 304.112728 -1090.763760 -786.651033 0.795066 1.801626 0.418913
5780 11.560000 304.026440 -1090.687407 -786.660967 0.794840 1.839829 0.424267
5790 11.580000 303.998060 -1090.655936 -786.657877 0.794766 1.856236 0.429206
5800 11.600000 304.578031 -1091.234051 -786.656020 0.796282 1.840762 0.433815
5810 11.620000 309.176176 -1095.831636 -786.655460 0.808304 1.754768 0.438307
5820 11.640000 317.351426 -1104.011496 -786.660070 0.829677 1.616807 0.442965
5830 11.660000 322.262851 -1108.926602 -786.663751 0.842517 1.518279 0.447908
5840 11.680000 319.913832 -1106.568082 -786.654250 0.836376 1.502825 0.452992
5850 11.700000 322.422523 -1109.075020 -786.652497 0.842935 1.420129 0.458070
5860 11.720000 331.775066 -1118.436605 -786.661539 0.867386 1.261500 0.463324
5870 11.740000 334.129858 -1120.794489 -786.664631 0.873542 1.219052 0.468957
5880 11.760000 326.395953 -1113.050797 -786.654844 0.853323 1.338904 0.474867
5890 11.780000 319.693761 -1106.350517 -786.656756 0.835801 1.471399 0.480821
5900 11.800000 313.810860 -1100.469063 -786.658202 0.820421 1.599072 0.486704
5910 11.820000 308.439761 -1095.096955 -786.657194 0.806378 1.713771 0.492274
5920 11.840000 304.533194 -1091.188080 -786.654886 0.796165 1.797674 0.497161
5930 11.860000 303.609662 -1090.262321 -786.652660 0.793751 1.829487 0.501317
5940 11.880000 306.987764 -1093.641948 -786.654183 0.802582 1.795320 0.505124
5950 11.900000 311.599182 -1098.255557 -786.656375 0.814638 1.736627 0.509016
5960 11.920000 313.353748 -1100.011990 -786.658241 0.819225 1.705826 0.513240
5970 11.940000 315.187432 -1101.838439 -786.651007 0.824019 1.668042 0.517886
5980 11.960000 322.537564 -1109.202308 -786.664743 0.843235 1.561873 0.523084
5990 11.980000 321.822648 -1108.476554 -786.653907 0.841366 1.555589 0.528938
6000 12.000000 321.238051 -1107.896519 -786.658467 0.839838 1.551269 0.535188
6010 12.020000 316.985991 -1103.644619 -786.658628 0.828722 1.599612 0.541574
6020 12.040000 309.559332 -1096.210800 -786.651468 0.809305 1.691853 0.548051
6030 12.060000 307.251713 -1093.903637 -786.651924 0.803272 1.713400 0.554581
6040 12.080000 310.587222 -1097.240299 -786.653078 0.811993 1.653623 0.560976
6050 12.100000 316.360160 -1103.019328 -786.659167 0.827085 1.563013 0.567196
6060 12.120000 317.877003 -1104.532089 -786.655086 0.831051 1.532003 0.573510
6070 12.140000 318.630091 -1105.287822 -786.657731 0.833020 1.516585 0.580219
6080 12.160000 316.976959 -1103.632103 -786.655144 0.828698 1.537191 0.587489
6090 12.180000 314.404612 -1101.066495 -786.661882 0.821973 1.583876 0.595343
6100 12.200000 306.365349 -1093.018724 -786.653375 0.800955 1.710401 0.603633
6110 12.220000 302.817914 -1089.472518 -786.654604 0.791681 1.773302 0.611744
6120 12.240000 305.027817 -1091.684833 -786.657016 0.797458 1.736039 0.618887
6130 12.260000 312.083079 -1098.736438 -786.653360 0.815903 1.609581 0.624666
6140 12.280000 322.624295 -1109.293240 -786.668945 0.843462 1.432664 0.629282
6150 12.300000 321.749053 -1108.403519 -786.654467 0.841174 1.412142 0.633415
6160 12.320000 322.047559 -1108.708503 -786.660945 0.841954 1.407209 0.637736
6170 12.340000 315.125622 -1101.789467 -786.663844 0.823858 1.525302 0.642760
6180 12.360000 298.329434 -1084.982180 -786.652746 0.779946 1.781767 0.648620
6190 12.380000 290.441604 -1077.085828 -786.644224 0.759324 1.907124 0.655170
6200 12.400000 302.724995 -1089.382169 -786.657174 0.791438 1.745495 0.662193
6210 12.420000 319.196304 -1105.857053 -786.660749 0.834500 1.514366 0.669675
6220 12.440000 329.486011 -1116.146493 -786.660482 0.861401 1.373360 0.677896
6230 12.460000 329.890813 -1116.555275 -786.664461 0.862460 1.381793 0.687114
6240 12.480000 318.368108 -1105.021601 -786.653493 0.832335 1.552979 0.697113
6250 12.500000 311.586318 -1098.231263 -786.644945 0.814605 1.654775 0.707332
6260 12.520000 320.210259 -1106.876455 -786.666196 0.837151 1.550923 0.717376
6270 12.540000 321.061803 -1107.720191 -786.658388 0.839377 1.543411 0.727332
6280 12.560000 316.574509 -1103.222298 -786.647789 0.827646 1.606733 0.737170
6290 12.580000 319.125878 -1105.779327 -786.653449 0.834316 1.579273 0.746786
6300 12.600000 321.313707 -1107.972980 -786.659273 0.840036 1.555900 0.756259
6310 12.620000 315.804398 -1102.454342 -786.649944 0.825632 1.632653 0.765560
6320 12.640000 313.689076 -1100.338211 -786.649135 0.820102 1.666886 0.774467
6330 12.660000 317.903869 -1104.560520 -786.656651 0.831121 1.618106 0.782756
6340 12.680000 321.254846 -1107.913381 -786.658535 0.839882 1.581074 0.790274
6350 12.700000 321.108763 -1107.770836 -786.662072 0.839500 1.589904 0.797012
6360 12.720000 314.931481 -1101.584147 -786.652667 0.823350 1.668371 0.803092
6370 12.740000 313.578279 -1100.232665 -786.654386 0.819812 1.677464 0.808576
6380 12.760000 315.141762 -1101.804050 -786.662288 0.823900 1.642047 0.813516
6390 12.780000 310.682786 -1097.335156 -786.652370 0.812243 1.676707 0.818038
6400 12.800000 310.400516 -1097.057908 -786.657392 0.811505 1.659010 0.822397
6410 12.820000 310.195231 -1096.850284 -786.655053 0.810968 1.637906 0.826888
6420 12.840000 310.242467 -1096.892752 -786.650285 0.811091 1.608349 0.831558
6430 12.860000 315.445680 -1102.099671 -786.653990 0.824695 1.511276 0.836576
6440 12.880000 320.247080 -1106.903623 -786.656542 0.837247 1.424782 0.842200
6450 12.900000 320.038107 -1106.695821 -786.657715 0.836701 1.417475 0.848446
6460 12.920000 313.855287 -1100.510394 -786.655107 0.820537 1.502039 0.855181
6470 12.940000 309.316239 -1095.962401 -786.646162 0.808670 1.568142 0.862326
6480 12.960000 317.681924 -1104.336188 -786.654264 0.830541 1.465433 0.869862
6490 12.980000 328.518924 -1115.180437 -786.661512 0.858873 1.332083 0.877959
6500 13.000000 329.216933 -1115.878234 -786.661301 0.860698 1.337702 0.886756
6510 13.020000 318.930419 -1105.586333 -786.655914 0.833805 1.489326 0.896131
6520 13.040000 309.192976 -1095.839856 -786.646880 0.808348 1.624414 0.905833
6530 13.060000 313.813267 -1100.468961 -786.655694 0.820427 1.563412 0.915606
6540 13.080000 320.454126 -1107.127219 -786.673093 0.837789 1.479471 0.925180
6550 13.100000 310.381019 -1097.033483 -786.652464 0.811454 1.620508 0.934107
6560 13.120000 305.426302 -1092.078420 -786.652117 0.798500 1.709099 0.941708
6570 13.140000 311.590590 -1098.247426 -786.656836 0.814616 1.653207 0.947470
6580 13.160000 319.375218 -1106.036552 -786.661334 0.834968 1.568487 0.951734
6590 13.180000 320.393620 -1107.053168 -786.659548 0.837630 1.566771 0.955355
6600 13.200000 315.051333 -1101.707105 -786.655771 0.823664 1.646662 0.958962
6610 13.220000 309.098573 -1095.752590 -786.654017 0.808101 1.732811 0.962766
6620 13.240000 306.497980 -1093.154690 -786.656710 0.801302 1.776012 0.966684
6630 13.260000 305.357298 -1092.012141 -786.654843 0.798320 1.802578 0.970745
6640 13.280000 308.396146 -1095.052611 -786.656464 0.806264 1.774035 0.975323
6650 13.300000 314.481507 -1101.131641 -786.650134 0.822174 1.693193 0.980623
6660 13.320000 325.816650 -1112.471626 -786.654976 0.851808 1.534754 0.986514
6670 13.340000 334.656234 -1121.317340 -786.661105 0.874918 1.411320 0.992885
6680 13.360000 332.189584 -1118.845530 -786.655946 0.868469 1.450867 0.999558
6690 13.380000 322.042037 -1108.710536 -786.668500 0.841940 1.619533 1.006231
6700 13.400000 296.559626 -1083.211889 -786.652264 0.775319 1.998462 1.012703
6710 13.420000 280.196825 -1066.843530 -786.646705 0.732541 2.250366 1.018724
6720 13.440000 285.318324 -1071.972012 -786.653688 0.745930 2.190205 1.024201
6730 13.460000 301.374340 -1088.026888 -786.652548 0.787907 1.949487 1.029192
6740 13.480000 322.469156 -1109.137206 -786.668050 0.843057 1.629500 1.033790
6750 13.500000 328.863326 -1115.525742 -786.662416 0.859773 1.508903 1.038371
6760 13.520000 323.639831 -1110.297361 -786.657530 0.846117 1.562192 1.043154
6770 13.540000 317.497464 -1104.149398 -786.651934 0.830059 1.634119 1.047708
6780 13.560000 318.845100 -1105.495376 -786.650276 0.833582 1.595759 1.051365
6790 13.580000 327.311281 -1113.966636 -786.655355 0.855716 1.451717 1.053926
